dranghek,dranghekken
eindexamenbesluit,eindexamenbesluiten
uiten,uitte
uiten,geuit
uiten,uitend
uiten,uit
uiten,uitten
prefect,prefecten
hanenpoot,hanenpoten
signaleren,signaleerde
signaleren,signaleer
signaleren,signalerend
signaleren,gesignaleerd
signaleren,signaleerden
signaleren,signaleert
prikkelbaar,prikkelbaarste
prikkelbaar,prikkelbaarder
binnendruppelen,binnendruppelend
binnendruppelen,binnendruppelde
binnendruppelen,binnengedruppeld
binnendruppelen,binnendruppel
binnendruppelen,binnengedruppelde
binnendruppelen,binnendruppelden
binnendruppelen,binnendruppelt
leverancier,leveranciers
verongelukken,verongelukten
verongelukken,verongeluk
verongelukken,verongelukt
omkomen,omkom
omkomen,omkomend
omkomen,omkomt
omkomen,omgekomen
omkomen,omkwam
omkomen,omkwamen
splijten,splijtend
splijten,splijt
Borneose,borneose
vakantiehuis,vakantiehuizen
vakantiehuis,vakantiehuisjes
vakantiehuis,vakantiehuisje
balletdanser,balletdanseressen
balletdanser,balletdansers
struinen,struinde
struinen,struinend
struinen,struin
struinen,struint
struinen,struinden
struinen,gestruind
bestuursapparaat,bestuursapparaten
draaiorgel,draaiorgels
regeringsvoorstel,regeringsvoorstellen
pacificatie,pacificaties
uiteenzetten,uiteenzette
uiteenzetten,uiteengezet
uiteenzetten,uiteenzet
uiteenzetten,uiteenzettend
zakenman,zakenlui
zakenman,zakenmannen
zakenman,zakenlieden
stroomdraad,stroomdraden
vergelijken,vergeleek
vergelijken,vergelijkt
vergelijken,vergeleken
afkunnen,afkon
afkunnen,afkonden
afkunnen,afgekund
afkunnen,afkan
afkunnen,afkunnend
afkunnen,afkunt
secans,secanten
pen-en-gatverbinding,pen-en-gatverbindingen
rokade,rokades
reukorgaan,reukorganen
impuls,impulsen
Peipusmeer,peipusmeer
entiteit,entiteiten
omleiding,omleidingen
diacones,diaconessen
goudkust,goudkusten
aanvalsplan,aanvalsplannen
licentiate,licentiates
afdanken,afdankten
afdanken,afdankte
afdanken,afdank
afdanken,afdankt
afdanken,afgedankt
nacht,nachtjes
nacht,nachten
nacht,nachts
studieboek,studieboeken
economisch,economischer
economisch,economischere
economisch,economischt
voorspelen,voorspeelden
voorspelen,voorspelend
voorspelen,voorspeelde
voorspelen,voorspeel
voorspelen,voorspeelt
voorspelen,voorgespeeld
drank,dranken
flauwiteit,flauwiteiten
Amelander,amelander
Amelander,amelanders
slavink,slavinken
driftbui,driftbuien
doodsklap,doodsklappen
bevechten,bevochten
bevechten,bevecht
bevechten,bevechtend
bevechten,bevocht
bevechten,bevechtende
twinkeling,twinkelingen
specerij,specerijen
hoeksteen,hoekstenen
koortsthermometer,koortsthermometers
opslokken,opslok
opslokken,opslokt
opslokken,opslokten
opslokken,opslokkend
opslokken,opgeslokt
opslokken,opslokte
Sierraleoner,sierraleoner
Sierraleoner,sierraleoners
aspirant-lid,aspirant-leden
fabrieksfout,fabrieksfouten
Nicaraguaan,nicaraguanen
Nicaraguaan,nicaraguaan
Nijmeegse,nijmeegse
Nijmeegse,nijmeegsen
etikettering,etiketteringen
goed|goederen,goederen
betovering,betoveringen
bomaanval,bomaanvallen
bijstelling,bijstellingen
beverig,beveriger
bespeuren,bespeurt
bespeuren,bespeurden
bespeuren,bespeur
bespeuren,bespeurd
bespeuren,bespeurend
weverij,weverijen
weverij,weverijtjes
weverij,weverijtje
aandelenbeurs,aandelenbeurzen
integraal,integralen
levendig,levendiger
levendig,levendigst
molton,moltons
pilaar,pilaren
pilaar,pilaartjes
pilaar,pilaartje
interpellatie,interpellaties
slijten,slijtend
slijten,slijt
slijten,gesleten
slijten,sleten
Rijn,rijn
personifikatie,personifikaties
trendgevoelig,trendgevoeliger
trendgevoelig,trendgevoeligere
slijter,slijters
veestapel,veestapels
afsluitprovisie,afsluitprovisies
wegbergen,wegborgen
wegbergen,wegborg
wegbergen,wegbergend
wegbergen,weggeborgen
wegbergen,wegbergende
wegbergen,wegbergt
wegbergen,wegberg
verifiëren,verifieert
verifiëren,geverifieerd
verifiëren,verifiërend
verifiëren,verifiËren
verifiëren,verifieer
verifiëren,verifieerden
verifiëren,verifieerde
kenbaar,kenbaarder
kenbaar,kenbaarst
vaudeville,vaudevilles
Maastricht,maastricht
afstellen,afstelden
afstellen,afstelde
afstellen,afgesteld
afstellen,afstellende
afstellen,afstelt
afgrendelen,afgegrendeld
afgrendelen,afgrendelende
afgrendelen,afgrendelt
afgrendelen,afgrendelde
afgrendelen,afgrendel
afgrendelen,afgrendelden
Roemeense,roemeensen
vertrouwensrelatie,vertrouwensrelaties
onomstotelijk,onomstotelijker
onomstotelijk,onomstotelijkere
gifstof,gifstoffen
recordhouder,recordhouders
hangar,hangartje
hangar,hangars
stormklok,stormklokken
hoefnagel,hoefnagels
schemerlamp,schemerlampen
pakken,pakte
paranimf,paranimfen
pakket,pakketten
puntvormig,puntvormiger
verstoten,verstiet
verstoten,verstootten
verstoten,verstootte
verstoten,verstotend
verstoten,verstieten
verstoten,verstoot
construeren,construerend
construeren,construeert
construeren,geconstrueerd
construeren,construeer
construeren,construeerden
construeren,construeerde
levenskans,levenskansen
vergrendeling,vergrendelingen
onwerkelijk,onwerkelijkste
onwerkelijk,onwerkelijker
opjagen,opjoeg
opjagen,opjaagde
opjagen,opjaag
opjagen,opjoegen
opjagen,opjaagden
opjagen,opgejaagd
opjagen,opjaagt
opjagen,opjagend
schurkachtig,schurkachtiger
prakken,prakten
prakken,prakkend
prakken,prakte
prakken,prakt
prakken,prakkende
prakken,geprakt
voorsteven,voorstevens
staatsvijand,staatsvijanden
wetsvoorstel,wetsvoorstellen
uitkijkpost,uitkijkposten
papiersoort,papiersoorten
barbier,barbiers
barbier,barbieren
kanker,kankers
vakbondsactie,vakbondsacties
meter,metertjes
meter,metertje
meter,meters
remspoor,remsporen
meten,gemeten
meten,metend
idyllisch,idyllischte
idyllisch,idyllischere
idyllisch,idyllischer
Mallorca,mallorca
peppil,peppillen
lokmiddel,lokmiddelen
la,laas
la,laatje
la,laatjes
woningtekort,woningtekorten
doorstappen,doorgestapt
doorstappen,doorstap
doorstappen,doorstappend
doorstappen,doorstapte
doorstappen,doorstapt
doorstappen,doorstapten
postzegel,postzegels
gunstig,gunstiger
gunstig,gunstigst
restaureren,restaureerde
restaureren,restaureer
restaureren,restaureerden
restaureren,gerestaureerd
restaureren,restaureert
restaureren,restaurerend
platenmaatschappij,platenmaatschappijen
implementeren,geïmplementeerd
implementeren,geÏmplementeerd
implementeren,implementerend
implementeren,implementeer
implementeren,implementeerden
implementeren,implementeert
implementeren,implementeerde
avondvierdaagse,avondvierdaagsen
bijverdienste,bijverdiensten
LPG,lpg
engerd,engerds
draairichting,draairichtingen
rookwolk,rookwolken
onteigening,onteigeningen
hortus,hortussen
wederverkoper,wederverkopers
lingerie,lingeries
lingerie,lingerieën
vluchtelingenkamp,vluchtelingenkampen
bedrijfspensioen,bedrijfspensioenen
onweder,onweders
tandenborstel,tandenborstels
aanplakbiljet,aanplakbiljetten
gruyèrekaas,gruyèrekazen
bezigheidstherapie,bezigheidstherapieën
republikeins,republikeinser
hardlijvig,hardlijvige
havenschap,havenschappen
ergernis,ergernisjes
ergernis,ergernissen
Castiliaan,castilianen
Castiliaan,castiliaan
ondertitelen,ondertitelt
ondertitelen,ondertiteld
ondertitelen,ondertitelden
ondertitelen,ondertitelend
rondkomen,rondkwamen
rondkomen,rondkomt
rondkomen,rondkwam
rondkomen,rondgekomen
rondkomen,rondkomende
rondkomen,rondkom
rondkomen,rondkomend
kapitaalkrachtig,kapitaalkrachtigst
kapitaalkrachtig,kapitaalkrachtiger
duikvlucht,duikvluchten
tuchtcommissie,tuchtcommissies
specialisme,specialismen
dobbelsteen,dobbelstenen
houtsnede,houtsnedes
bewandelen,bewandel
bewandelen,bewandelt
bewandelen,bewandelden
bewandelen,bewandelend
bewandelen,bewandeld
Maledivisch,maledivisch
autobaan,autobanen
Mauritiaan,mauritiaan
Mauritiaan,mauritianen
reu,reuen
reu,reutjes
reu,reutje
dorpsdokter,dorpsdokters
rei,reien
ren,rennetjes
ren,rennetje
ontginnen,ontgin
ontginnen,ontgonnen
ontginnen,ontgon
ontginnen,ontginnend
ontginnen,ontgint
ontginnen,ontginnende
rel,relletjes
rel,relletje
rem,remmetje
rem,remmetjes
mijnenjager,mijnenjagers
ree,reetjes
ree,reeën
ree,reeËn
ree,reetje
doublure,doublures
vliegveld,vliegveldje
vliegveld,vliegvelden
passaat,passaten
bebossing,bebossingen
payroll,payrolls
gereedschapskist,gereedschapskisten
bleek,bleekst
bleek,bleker
isolatie,isolaties
mixen,mixten
mixen,mixte
mixen,mixt
mixen,mixend
mixen,gemixt
trapezewerker,trapezewerkers
eenmanszaak,eenmanszaakjes
eenmanszaak,eenmanszaken
onafscheidelijk,onafscheidelijker
onafscheidelijk,onafscheidelijkste
klemvast,klemvaste
waterslang,waterslangen
kabbelen,kabbelend
kabbelen,kabbelde
kabbelen,kabbel
kabbelen,kabbelden
kabbelen,kabbelt
kabbelen,gekabbeld
mensonterend,mensonterendste
mensonterend,mensonterendst
mensonterend,mensonterender
uitgekookt,uitgekookter
uitgekookt,uitgekooktste
uitgekookt,uitgekooktere
troep,troepjes
troep,troepen
psychopaat,psychopaten
detailkaart,detailkaarten
uitgaansgelegenheid,uitgaansgelegenheden
afkeren,afkeert
afkeren,afkerend
afkeren,afkeerden
afkeren,afkeerde
afkeren,afgekeerd
troel,troelen
troef,troeven
opdracht,opdrachten
debuutroman,debuutromans
terugkaatsen,terugkaatsend
terugkaatsen,teruggekaatst
terugkaatsen,terugkaatsten
terugkaatsen,terugkaats
terugkaatsen,terugkaatst
terugkaatsen,terugkaatste
gravin,gravinnetjes
gravin,gravinnetje
gravin,gravinnen
frater,fratertje
frater,fraters
frater,fratertjes
laconiek,laconiekere
laconiek,laconiekst
laconiek,laconieker
moederkoek,moederkoeken
vice-premier,vice-premiers
Texel,texel
kushandje,kushandjes
gereedschapsmaker,gereedschapsmakers
royeren,royeer
royeren,royeert
royeren,royeerde
royeren,royeerden
royeren,geroyeerd
oxidatie,oxidaties
Oezbeeks,oezbeeks
Frans-Guyana,frans-guyana
concentratiekamp,concentratiekampen
meetellen,meetelde
meetellen,meetelden
meetellen,meetellend
meetellen,meetel
meetellen,meetelt
meetellen,meegeteld
naamplaat,naamplaten
vertakking,vertakkingen
B-weg,b-wegen
B-weg,b-weg
jingle,jingles
messing,messingen
vocabulaire,vocabulaires
afvallen,afvallend
afvallen,afviel
afvallen,afvalt
afvallen,afvielen
afvallen,afgevallen
overvaren,overvaar
overvaren,overvaart
overvaren,overvoer
overvaren,overvoeren
overvaren,overvarend
overvaren,overgevaren
overvaren,overvarende
mengsel,mengsels
mengsel,mengseltjes
mengsel,mengseltje
Joegoslaviër,joegoslaviërs
Joegoslaviër,joegoslaviër
spiegel,spiegels
spiegel,spiegeltjes
spiegel,spiegeltje
theorie,theorietje
theorie,theorieËn
theorie,theorieën
theorie,theorietjes
bijsmaak,bijsmaken
pennevriend,pennevrienden
tandtechnicus,tandtechnici
politiebus,politiebussen
openstaan,openstond
openstaan,openstonden
openstaan,opensta
openstaan,opengestaan
openstaan,openstaat
hartewens,hartewensen
shampoo,shampoos
verzekeringspremie,verzekeringspremies
kameraad,kameraads
kameraad,kameraden
viskotter,viskotters
radio-opname,radio-opnames
radio-opname,radio-opnamen
viezerik,viezerikje
viezerik,viezeriken
vervolmaken,vervolmaak
vervolmaken,vervolmakend
vervolmaken,vervolmaakt
vervolmaken,vervolmaakten
ontmaskering,ontmaskeringen
waker,wakers
solo-optreden,solo-optredens
maaien,maaiden
maaien,gemaaid
maaien,maait
maaien,maaiend
maaien,maai
maaien,maaide
gelovig,gelovigst
gelovig,geloviger
gelovig,gelovigere
stelen,steelde
stelen,steelden
stelen,gestolen
stelen,gesteeld
stelen,steelt
stelen,stelend
waken,gewaakt
waken,waakte
waken,waakt
waken,waakten
waken,wakend
verslaggeving,verslaggevingen
reclameblaadje,reclameblaadjes
poffen,poft
poffen,poffend
poffen,pofte
poffen,poften
moralistisch,moralistischer
moralistisch,moralistischere
Duitser,duitser
Duitser,duitsers
remlicht,remlichten
Drenthe,drenthe
informatiebalie,informatiebalies
sering,seringen
jaap,jaapje
jaap,japen
jaar,jaartjes
jaar,jaren
jaar,jaars
jaar,jaartje
tapir,tapirs
steunpunt,steunpunten
randstad,randsteden
epicentrum,epicentra
buitenbocht,buitenbochten
tapvergunning,tapvergunningen
luchtdoelraket,luchtdoelraketten
afgietsel,afgietsels
ondernemingsraad,ondernemingsraden
evolueren,evolueert
evolueren,geëvolueerd
evolueren,geËvolueerd
evolueren,evolueerden
evolueren,evolueerde
evolueren,evoluerend
evolueren,geËvolueerde
evolueren,evolueer
absurd,absurdst
absurd,absurder
absurd,absurdere
politieagent,politieagentje
politieagent,politieagenten
overheidsorgaan,overheidsorganen
schoolkrant,schoolkranten
litterator,litteratoren
gooien,gooiden
gooien,gegooid
gooien,gooide
gooien,gooit
gooien,gooiend
kindsdeel,kindsdelen
supporter,supporters
toedichten,toedichtte
toedichten,toedicht
toedichten,toedichtten
toedichten,toegedicht
toedichten,toedichtend
bijboot,bijboten
spartelen,spartelden
spartelen,spartel
spartelen,spartelde
spartelen,spartelend
spartelen,spartelt
spartelen,gesparteld
wastobbe,wastobben
wastobbe,wastobbes
VNO,vno
zeemacht,zeemachten
verlangen,verlangd
verlangen,verlangend
verlangen,verlang
verlangen,verlangens
verlangen,verlangden
verlangen,verlangt
krachtsinspanning,krachtsinspanningen
vagebond,vagebonden
Aleoetentrog,aleoetentrog
weldadig,weldadigst
weldadig,weldadiger
weldadig,weldadigere
censureren,gecensureerd
censureren,censureer
censureren,censureert
censureren,censurerende
censureren,censureerden
censureren,censurerend
censureren,censureerde
zaad,zaden
zaad,zaadje
zaad,zaadjes
praktijktest,praktijktests
zaag,zaagjes
klassieker,klassiekers
zaak,zake
zaal,zaaltje
zaal,zalen
zaal,zaaltjes
fotobijschrift,fotobijschriften
walvisvloot,walvisvloten
omscholen,omschoolt
omscholen,omschoolden
omscholen,omgeschoold
omscholen,omschoolde
omscholen,omscholende
bevochtigen,bevochtig
bevochtigen,bevochtigt
bevochtigen,bevochtigden
bevochtigen,bevochtigend
bevochtigen,bevochtigd
Golfoorlog,golfoorlog
vrijstelling,vrijstellingen
lamel,lamellen
stuiven,stuift
stuiven,gestoven
stuiven,stuivend
stuiven,stuif
tijdsein,tijdseinen
afschrijven,afschrijvend
afschrijven,afschreven
afschrijven,afschrijft
afschrijven,afgeschreven
afschrijven,afschreef
afschrijven,afschrijvende
afschrijven,afschrijf
cinefiel,cinefielen
begroten,begrootte
begroten,begrootten
begroten,begroot
begroten,begrotende
cachet,cachetten
stuiver,stuivertjes
stuiver,stuivertje
stuiver,stuivers
detacheren,detacheerde
detacheren,detacheer
detacheren,detacherend
detacheren,detacherende
detacheren,gedetacheerd
detacheren,detacheerden
detacheren,detacheert
FIFA,fifa
madam,madammetje
madam,madammeke
madam,madammekens
madam,madammeken
madam,madammekes
madam,madammen
madam,madams
madam,madammetjes
pennenzak,pennenzakken
souffleren,souffleert
souffleren,soufflerend
souffleren,souffleerde
souffleren,souffleerden
souffleren,soufflerende
souffleren,gesouffleerd
souffleren,souffleer
pijler,pijlertje
pijler,pijlers
pijler,pijlertjes
privatisering,privatiseringen
krullen,krullend
krullen,krult
krullen,krulde
krullen,krulden
leniging,lenigingen
purser,pursers
pinken,pinkte
pinken,pinkten
pinken,gepinkt
pinken,gepinkte
pinken,pinkend
pinken,pinkt
roversbende,roversbendes
roversbende,roversbenden
ontbranden,ontbrandt
ontbranden,ontbrandden
ontbranden,ontbrandde
ontbranden,ontbrand
ontbranden,ontbrandend
Groningse,groningsen
Groningse,groningse
vermoeiend,vermoeiendere
vermoeiend,vermoeiender
vermoeiend,vermoeiendst
sloeber,sloebertjes
sloeber,sloebertje
sloeber,sloebers
dozijn,dozijnen
dozijn,dozijntjes
dozijn,dozijntje
wetgever,wetgevers
schaven,schaafde
schaven,schaafden
schaven,schavend
schaven,geschaafd
schaven,schaaft
onderdeel,onderdelen
Kathmandu,kathmandu
damesenkelspel,damesenkelspelen
toenadering,toenaderingen
inplakken,inplakkend
inplakken,inplak
inplakken,ingeplakt
inplakken,inplakten
inplakken,inplakt
inplakken,inplakte
Tsjechië,tsjechië
Tsjechië,tsjechiË
kernproef,kernproeven
postuleren,postulerend
postuleren,postuleerde
postuleren,postuleerden
postuleren,postuleert
postuleren,postulerende
postuleren,gepostuleerd
postuleren,postuleer
noodzakelijk,noodzakelijkere
noodzakelijk,noodzakelijkst
noodzakelijk,noodzakelijker
slingeren,slingerden
slingeren,slingerde
slingeren,geslingerd
slingeren,slingert
slingeren,slingerend
marsroute,marsroutes
vlootvoogd,vlootvoogden
reaktionair,reaktionairen
hopeloos,hopelozer
hopeloos,hopelozere
hopeloos,hopelooste
idool,idolen
omlijsten,omlijstend
omlijsten,omlijstten
omlijsten,omlijstte
omlijsten,omlijst
legeren,legeert
legeren,legerende
legeren,gelegeerd
legeren,gelegerd
legeren,legert
legeren,legerden
legeren,legerend
legeren,legeer
legeren,legeerde
legeren,legerde
uitdagend,uitdagender
uitdagend,uitdagendst
faculteit,faculteiten
overschot,overschotten
overschot,overschotjes
overschot,overschotje
boordschutter,boordschutters
doktersroman,doktersromans
rondvlucht,rondvluchten
schoolmeesterachtig,schoolmeesterachtigst
schoolmeesterachtig,schoolmeesterachtiger
kadaster,kadasters
toeluisteren,toeluistert
toeluisteren,toeluisterden
toeluisteren,toeluisterde
toeluisteren,toeluisterend
toeluisteren,toegeluisterd
tijdklok,tijdklokken
molekuul,molekulen
subjectief,subjectiever
ontembaar,ontembaarder
delicaat,delicatere
delicaat,delicater
delicaat,delicaatst
metafoor,metaforen
snaarinstrument,snaarinstrumenten
wasgelegenheid,wasgelegenheden
Antilliaan,antilliaan
Antilliaan,antillianen
structuralist,structuralisten
wennen,wennend
wennen,wende
wennen,wen
wennen,went
driehoeksverhouding,driehoeksverhoudingen
basismateriaal,basismaterialen
legerafdeling,legerafdelingen
boormachine,boormachines
paardensprong,paardensprongen
woningbestand,woningbestanden
geruisloos,geruislozer
geruisloos,geruislozere
typograaf,typografen
stele,steles
achterlicht,achterlichten
piepstem,piepstemmen
anjelier,anjelieren
afzetter,afzetters
gaard|gaarde,gaarden
ongeduldig,ongeduldigst
ongeduldig,ongeduldigere
ongeduldig,ongeduldiger
Dordt,dordt
gewoontedier,gewoontedieren
toneelvoorstelling,toneelvoorstellingen
zelfbewust,zelfbewuster
zelfbewust,zelfbewustere
shuttle,shuttles
vergadertijger,vergadertijgers
vrijdag,vrijdagen
toeslag,toeslagen
petitionnement,petitionnementen
kraambed,kraambedden
erfdeel,erfdelen
vastzitten,vastzaten
vastzitten,vastzat
vastzitten,vastzit
vastzitten,vastzittend
vastzitten,vastgezeten
vitter,vitters
onwankelbaar,onwankelbaarst
onwankelbaar,onwankelbaarste
onwankelbaar,onwankelbaarder
ordonnans,ordonnansen
toevallen,toevielen
toevallen,toeviel
toevallen,toegevallen
toevallen,toevalt
toevallen,toevallend
slijmvlies,slijmvliezen
omspringen,omspringt
omspringen,omsprongen
omspringen,omspring
omspringen,omspringend
omspringen,omgesprongen
omspringen,omsprong
graspol,graspollen
Groenlandzee,groenlandzee
geluiddemper,geluiddempers
onuitputtelijk,onuitputtelijker
onuitputtelijk,onuitputtelijkste
woordgroep,woordgroepen
probleemgeval,probleemgevallen
onlogisch,onlogischer
onlogisch,onlogischere
onlogisch,onlogischte
coaster,coasters
tjilpen,tjilpten
tjilpen,tjilpend
tjilpen,getjilpt
tjilpen,tjilpte
tjilpen,tjilp
tjilpen,tjilpt
misleiding,misleidingen
Siros,siros
markiezin,markiezinnen
weersverwachting,weersverwachtingen
ondoenlijk,ondoenlijkste
ondoenlijk,ondoenlijker
emulsie,emulsies
organisatieniveau,organisatieniveaus
rechthoek,rechthoeken
afkomen,afkom
afkomen,afkwamen
afkomen,afkomend
afkomen,afgekomen
afkomen,afkwam
afkomen,afkomt
Volkenbond,volkenbond
evenredig,evenredigere
evenredig,evenrediger
evenredig,evenredigste
beroepene,beroepenen
piemelen,piemelt
piemelen,gepiemeld
piemelen,piemelend
piemelen,piemelde
laaiend,laaiender
laaiend,laaiendst
fortuinzoeker,fortuinzoekers
knobbelig,knobbeliger
wethouderszetel,wethouderszetels
BVD,bvd
onvoorwaardelijk,onvoorwaardelijker
onvoorwaardelijk,onvoorwaardelijkste
badkuip,badkuipen
broche,broches
zwijnestal,zwijnestallen
minderwaardigheidscomplex,minderwaardigheidscomplexen
paddock,paddocks
bejaardenhulp,bejaardenhulpen
huurcommissie,huurcommissies
stekelbes,stekelbessen
Tibetaans,tibetaans
uitkijken,uitkijkt
uitkijken,uitkeken
uitkijken,uitkeek
uitkijken,uitkijkend
rijksdeel,rijksdelen
schaftlokaal,schaftlokalen
discrepantie,discrepanties
toegangsweg,toegangswegen
keus,keuzes
muisgrijs,muisgrijzer
afbrokkelen,afbrokkel
afbrokkelen,afbrokkelden
afbrokkelen,afbrokkelde
afbrokkelen,afgebrokkeld
afbrokkelen,afbrokkelend
afbrokkelen,afbrokkelt
loopnummer,loopnummers
pantserwagen,pantserwagens
genegenheid,genegenheden
Caraïbisch,caraïbisch
Caraïbisch,caraÏbisch
ontlasten,ontlastten
ontlasten,ontlastte
ontlasten,ontlastend
ontlasten,ontlast
snappen,snapte
snappen,snapt
snappen,snapten
snappen,snappend
snappen,gesnapt
snappen,snap
snappen,gesnopen
ontluiken,ontluik
ontluiken,ontloken
ontluiken,ontluikt
ontluiken,ontluikend
ontluiken,ontlook
balustrade,balustraden
balustrade,balustrades
stichting,stichtingen
democratisch,democratischer
naschreeuwen,naschreeuwde
naschreeuwen,nageschreeuwd
naschreeuwen,naschreeuwende
naschreeuwen,naschreeuwt
naschreeuwen,naschreeuwden
preek,preekjes
Tyrus,tyrus
schuin|schuins,schuinst
schuin|schuins,schuinste
dunken,gedocht
dunken,dochten
dunken,dunkte
dunken,dunkten
dunken,gedunkt
dunken,docht
dunken,dunkend
dunken,dunkt
geneesheer,geneesheren
lieftallig,lieftalligste
lieftallig,lieftalligere
lieftallig,lieftalliger
lieftallig,lieftalligst
lijfrente,lijfrenten
lijfrente,lijfrentes
beledigen,beledigt
beledigen,beledigend
beledigen,beledigden
beledigen,beledig
beledigen,beledigd
renderen,renderend
renderen,rendeerde
renderen,rendeer
renderen,rendeerden
renderen,rendeert
renderen,gerendeerd
vliegen,vloog
vliegen,vliegt
vliegen,vlogen
vlieger,vliegertje
vlieger,vliegertjes
vlieger,vliegers
kippig,kippiger
kroonluchter,kroonluchters
pedaal,pedalen
pedaal,pedaaltjes
pedaal,pedaaltje
dikkop,dikkoppen
Liberiaans,liberiaans
renovatiewoning,renovatiewoningen
steekproef,steekproeven
procédé,procÉdÉs
procédé,procédeetje
procédé,procÉdÉ
procédé,procédés
vermissing,vermissingen
legende,legenden
legende,legendes
Chili,chili
lievelingsboek,lievelingsboeken
oorlog,oorlogs
oorlog,oorlogen
koolwaterstof,koolwaterstoffen
spatlap,spatlappen
narcotiseur,narcotiseurs
bus,bussen
bijgedachte,bijgedachten
bui,buitjes
bui,buien
bui,buitje
bun,bunnen
bun,bunnetje
bun,bunnetjes
bul,bulletjes
bul,bulletje
Zagrebs,zagrebs
olieveld,olievelden
opzichtig,opzichtigst
opzichtig,opzichtigere
opzichtig,opzichtiger
interpreteren,geÏnterpreteerd
interpreteren,interpreteert
interpreteren,interpreterend
interpreteren,interpreteer
interpreteren,interpreteerde
interpreteren,interpreteerden
interpreteren,geïnterpreteerd
deuken,gedeukt
deuken,deukte
deuken,deukten
deuken,deukt
deuken,deukend
deuken,deukende
rationaliseren,rationaliseerde
rationaliseren,rationaliseer
rationaliseren,gerationaliseerd
rationaliseren,rationaliseert
rationaliseren,rationaliseerden
rationaliseren,rationaliserend
toebedelen,toebedeeld
toebedelen,toebedelend
toebedelen,toebedeel
toebedelen,toebedeelt
toebedelen,toebedeelden
afwentelen,afwentelend
afwentelen,afwentelt
afwentelen,afwentelden
afwentelen,afwentelde
afwentelen,afwentelende
afwentelen,afgewenteld
afwentelen,afwentel
meerpaal,meerpalen
importverbod,importverboden
steekpartij,steekpartijen
toerist,toeristen
necrofiel,necrofielen
gastvrouw|gastvrouwe,gastvrouwen
bloedbad,bloedbaden
poppenkast,poppenkasten
groeihormoon,groeihormonen
uitreiking,uitreikingen
grensconflict,grensconflicten
veiling,veilingen
vinding,vindingen
hersenkronkel,hersenkronkels
bevlieging,bevliegingen
aanvangssalaris,aanvangssalarissen
ochtendspits,ochtendspitsen
volksvermaak,volksvermaken
collier,colliers
redder,redders
opstellen,opstelde
opstellen,opstelt
opstellen,opgesteld
opstellen,opstellend
opstellen,opstelden
samenhangen,samenhing
samenhangen,samenhingen
samenhangen,samengehangen
samenhangen,samenhangt
Genuees,genuees
Genuees,genuezen
colporteur,colporteurs
wipschieting,wipschietingen
tastorgaan,tastorganen
moduleren,moduleerden
moduleren,moduleer
moduleren,moduleerde
moduleren,gemoduleerd
moduleren,moduleert
moduleren,modulerend
redden,redt
redden,gered
redden,reddend
redden,redde
redden,red
opsteller,opstellers
straatlantaarn,straatlantaarns
elektro-encefalogram,elektro-encefalogrammen
reddingsactie,reddingsacties
beglazing,beglazingen
magnaat,magnaten
bloedcel,bloedcellen
Noord-Holland,noord-holland
Europacup,europacups
Europacup,europacup
opkrikken,opkrikte
opkrikken,opkrikten
opkrikken,opgekrikt
opkrikken,opkrik
opkrikken,opkrikt
opkrikken,opkrikkend
cirkel,cirkeltje
cirkel,cirkels
cirkel,cirkeltjes
landmacht,landmachten
verbindingsstuk,verbindingsstukken
slechterik,slechteriken
passeren,passeer
passeren,passerend
passeren,passeerden
passeren,passeerde
passeren,gepasseerd
passeren,passeert
pantheïsme,pantheÏsme
beschroomd,beschroomder
beschroomd,beschroomdste
baker,bakers
relaxatieoefening,relaxatieoefeningen
groeimiddel,groeimiddelen
pupil,pupillen
baken,bakens
cao-akkoord,cao-akkoorden
verachtelijk,verachtelijkst
verachtelijk,verachtelijkere
verachtelijk,verachtelijker
filmster,filmsters
filmster,filmsterren
fruitautomaat,fruitautomaten
instruktie,instrukties
nabestaandenwet,nabestaandenwetten
sleutelroman,sleutelromans
kwantum,kwanta
kwantum,kwantums
ijsvogel,ijsvogels
Krijgshof,krijgshof
formaliteit,formaliteiten
grijsaard,grijsaards
ouderling,ouderlingen
voorgeven,voorgeef
voorgeven,voorgaven
voorgeven,voorgevend
voorgeven,voorgegeven
voorgeven,voorgeeft
voorgeven,voorgaf
voorgevel,voorgevels
trolley,trolleys
politieman,politiemannen
vijand,vijanden
vijand,vijands
demarreren,demarreerden
demarreren,gedemarreerd
demarreren,demarreerde
demarreren,demarreert
demarreren,demarrerende
demarreren,demarreer
demarreren,demarrerend
madera,maderaatje
klavecinist,klavecinisten
stagebegeleider,stagebegeleiders
verdrinken,verdronken
verdrinken,verdrinkt
verdrinken,verdrink
verdrinken,verdrinkend
verdrinken,verdronk
echtpaar,echtparen
pruttelen,pruttelden
pruttelen,pruttelde
pruttelen,pruttelt
pruttelen,pruttelend
pruttelen,geprutteld
pruttelen,gepruttelde
pruttelen,pruttel
spuitfles,spuitflessen
regieaanwijzing,regieaanwijzingen
stansen,stanste
stansen,stans
stansen,stanst
stansen,stansten
stansen,stansend
stansen,gestanst
vormelijk,vormelijker
vormelijk,vormelijkste
zweven,zweefde
zweven,zweef
zweven,gezweefde
zweven,zweeft
zweven,zweefden
zweven,gezweefd
zaniken,zanikten
zaniken,gezanikt
zaniken,zanik
zaniken,zanikt
zaniken,zanikend
zaniken,zanikte
